merchant_id,merchant_name,merchant_category,business_type,country,city,registration_date,is_verified,is_active,risk_score,monthly_limit,fee_percentage,created_at,updated_at
49bc1db7-c001-4555-8a81-e23b3a477e2e,Hassan Group,Gaming,individual,SA,Buraidah,2022-08-18,True,True,0.533,250000,1.69,2022-08-18 11:30:18,2023-11-21 13:08:31
4a94c12a-2aa7-4662-9922-f9b3c75614a9,PayTransfer,Education,company,SA,Buraidah,2023-07-24,True,True,0.073,50000,1.52,2023-07-24 20:23:16,2023-11-21 12:49:51
6520a524-3822-4d82-ad24-1439ac58f772,Abu Luxor Digital,Education,company,AE,Umm Al Quwain,2025-08-30,True,True,0.463,500000,1.79,2025-08-30 04:03:19,2025-10-09 04:27:51
876b5eeb-38ca-4d3d-8c52-7c5c92007c8a,Abu Jubail Group,Food & Beverage,enterprise,EG,Cairo,2026-03-11,True,True,0.089,250000,1.91,2026-03-11 04:22:54,2026-03-19 02:52:09
28aff1d0-d3f9-44b6-9eab-2781fe3ce95f,PayPay MENA,Travel,enterprise,KW,Farwaniya,2021-09-27,False,True,0.166,100000,1.59,2021-09-27 05:29:07,2022-07-16 13:59:36
2342b145-72e5-4a2d-b547-16d48f70dbab,Abu Nile Enterprises,Crypto Exchange,individual,SA,Jeddah,2025-02-09,True,True,0.013,100000,2.75,2025-02-09 17:51:26,2025-10-25 01:16:14
63c7a294-cae2-42a2-be73-f4d4b45e23d0,DigiWallet Middle East,Gaming,company,EG,Ismailia,2024-01-11,True,True,0.341,500000,2.77,2024-01-11 10:15:00,2025-11-23 01:29:56
c03133d9-f065-4da9-9371-b89bfbedf553,Abdullah Group,Utilities,company,KW,Kuwait City,2022-08-21,True,True,0.053,500000,1.71,2022-08-21 20:56:41,2023-03-06 03:10:07
0d6d64a8-65d7-411d-9d8e-3508cf8bea1c,QuickTransfer MENA,Travel,company,EG,Port Said,2021-11-25,True,True,0.046,50000,3.33,2021-11-25 14:35:58,2024-08-14 09:23:01
,Markaz Creek Group,Food & Beverage,individual,SA,Abha,2021-08-24,True,True,0.001,500000,3.12,2021-08-24 05:35:28,2023-12-05 06:35:32
d48d4ad2-c0ec-457b-a2c4-d66e3e3f4941,Emirates Pro,Healthcare,company,QA,Al Khor,2024-05-08,True,True,0.118,50000,2.73,2024-05-08 02:01:30,2025-11-24 18:18:10
7008a55d-d469-4313-a814-edd304d82ad8,Qassim Est.,E-commerce,individual,EG,Mansoura,2022-10-20,True,True,0.097,500000,2.11,2022-10-20 11:49:50,2025-08-29 05:24:04
b9b614c7-c2ff-4cda-ad98-a3926eeecd11,Abu Pharaoh Digital,Food & Beverage,company,EG,Suez,2021-10-26,True,True,0.152,50000,2.49,2021-10-26 03:49:44,2022-10-13 04:13:43
4ff8ae49-ac34-4bd3-9666-8d40a5a82e4a,Dar Creek Store,Education,individual,SA,Makkah,2023-09-30,True,True,0.574,250000,2.49,2023-09-30 08:27:03,2025-11-07 04:42:29
5f7b5f78-a58d-42d6-a4e4-39114a3255e3,Taif Solutions,Education,company,SA,Khobar,2024-04-17,False,True,0.359,500000,3.06,2024-04-17 22:49:37,2025-10-25 10:42:47
39ce2516-a857-4828-b455-d833233a21eb,Souq Misr Tech,E-commerce,individual,KW,Kuwait City,2024-11-28,True,True,0.361,250000,1.81,2024-11-28 22:57:48,2024-12-31 01:39:10
270bc1c2-5e29-4093-b7f0-ad5b3207bc7e,SmartPay Arabia,Travel,company,SA,Tabuk,2025-03-30,True,True,0.112,50000,2.63,2025-03-30 08:11:28,2025-09-07 11:33:56
e29e3fb7-453c-46e7-9497-7dd9a81f985c,Abu Sphinx Solutions,Education,enterprise,SA,Makkah,2021-12-06,True,True,0.016,100000,1.56,2021-12-06 11:19:27,2024-12-23 02:46:19
3d317c50-8f88-45a5-be68-e079786b8987,Aswan Co.,Education,enterprise,AE,Al Ain,2022-04-20,True,False,0.03,50000,2.26,2022-04-20 15:33:45,2025-01-16 13:36:02
9e049b8d-4c3d-48fa-856d-e75e4e20de50,Ahmed LLC,Gaming,company,SA,Jubail,2021-12-14,True,True,0.459,250000,3.14,2021-12-14 11:40:47,2023-04-07 06:32:43
eaa48037-677f-4227-9ba4-cd478eb2ebc0,Markaz Cleopatra Services,Utilities,company,AE,Umm Al Quwain,2026-02-07,True,True,0.08,500000,1.8,2026-02-07 05:21:49,2026-03-18 10:07:59
9065b5ab-4e77-4d7d-b02f-92134d2fa3b3,Khobar Co.,Retail,individual,QA,Mesaieed,2023-11-02,True,True,0.3,250000,1.68,2023-11-02 00:39:17,2024-04-19 06:15:39
3aacfcaf-3e5a-4abc-bc5a-c37055c8fd56,Dar Jubail Pro,Utilities,individual,SA,Tabuk,2025-10-09,True,True,0.167,500000,3.25,2025-10-09 08:38:17,2025-12-30 20:05:22
02154ae2-c452-4fed-b84a-e69f26bbd0a6,Najd Mart,Food & Beverage,individual,EG,Shubra El Kheima,2024-12-27,False,True,0.149,250000,1.75,2024-12-27 04:15:34,2025-01-25 16:08:47
454f8430-7cb5-4b6f-ac2c-81f12bf628d3,Jeddah Pro,Retail,company,EG,Port Said,2022-06-19,True,True,0.048,250000,3.33,2022-06-19 22:55:25,2022-06-23 20:51:22
8386e3d9-8fa5-4565-bf2e-a692498e913a,E-Pay Gulf,Utilities,enterprise,EG,Tanta,2022-02-13,False,True,0.341,1000000,2.35,2022-02-13 03:48:43,2025-12-17 17:51:39
e891140c-4335-458f-b568-d7dd87272950,Al-Otaibi Trading,Retail,company,EG,Aswan,2022-04-11,True,True,0.035,500000,2.75,2022-04-11 20:01:40,2022-10-24 14:55:08
d151b70c-719f-480f-bbe3-b02d65b11611,Giza Store,E-commerce,individual,AE,Ras Al Khaimah,2021-05-13,False,True,0.078,500000,2.64,2021-05-13 13:33:20,2024-03-27 13:53:42
b88ad5a7-7164-46ec-9bf0-1149a53a8f55,El Luxor Center,E-commerce,individual,EG,Zagazig,2022-03-24,True,False,0.757,100000,2.98,2022-03-24 21:08:11,2025-04-12 03:14:10
9f4bd36f-10b9-415b-91b4-99fc58ff5115,Sinai Trading,Education,individual,AE,Abu Dhabi,2025-09-30,True,True,0.2,250000,1.84,2025-09-30 12:28:02,2026-01-05 05:50:03
99263349-5845-4773-a283-ea544d8d8c9f,Al Ajman WLL,Retail,company,SA,Tabuk,2023-06-04,False,True,0.088,1000000,3.0,2023-06-04 05:27:58,2025-05-12 23:07:15
de831adf-4ffd-496c-bf68-47b02c1e1991,Al-Maktoum Enterprises,E-commerce,partnership,AE,Al Ain,2024-02-10,True,True,0.123,1000000,2.65,2024-02-10 23:09:33,2025-12-07 18:44:18
aabd7619-2b41-457c-a7ed-15aa60b0836a,Abu Taif House,Utilities,company,AE,Fujairah,2024-07-01,True,False,0.079,1000000,2.7,2024-07-01 14:06:40,2024-09-07 06:38:31
0292ec61-1008-4d37-a2c1-3ba636f46002,Al-Rashid Est.,Healthcare,individual,EG,Ismailia,2021-07-03,True,False,0.195,100000,2.53,2021-07-03 09:13:50,2022-04-18 04:18:23
33c5c6ce-d6f3-4316-a55a-11bb37e76bc7,FastSend Gulf,Utilities,enterprise,SA,Madinah,2022-12-21,True,True,0.076,100000,1.99,2022-12-21 21:32:12,2025-10-31 06:50:45
53ef2bc1-c257-4580-81e6-f42952f12e0b,El Dammam Plus,Education,company,EG,Alexandria,2024-08-29,True,True,0.166,250000,1.64,2024-08-29 19:43:36,2025-01-27 11:55:53
d6254468-b143-4320-8460-0a0422300e15,Souq Majd Express,E-commerce,company,EG,Port Said,2026-02-12,True,True,0.183,500000,3.38,2026-02-12 00:13:08,2026-03-03 14:17:12
6d0b2ce4-b200-48ae-83dd-bbeaafce7682,El Jubail LLC,Education,individual,QA,Doha,2023-06-08,True,True,0.141,250000,1.66,2023-06-08 08:59:30,2025-12-17 12:18:10
3a305ce8-a151-404f-bde5-640ada6c2d1f,Raha Digital,E-commerce,company,AE,Ajman,2026-03-17,True,True,0.116,500000,1.57,2026-03-17 05:32:31,2026-03-19 17:03:48
518e7145-bfe8-4d53-a9b4-559bad2bd9cf,Creek Solutions,Food & Beverage,individual,EG,Tanta,2024-01-02,True,True,0.035,100000,2.31,2024-01-02 15:02:39,2025-09-11 18:15:21
de5474b6-aa02-445f-bbd8-6bbe0569071f,Burj Digital,Utilities,individual,AE,Sharjah,2024-03-03,True,True,0.033,500000,3.03,2024-03-03 16:02:14,2024-04-12 22:25:58
2c7ad455-11c6-4196-b2ef-4f5001cb047a,DigiCoin Arabia,Utilities,company,EG,Cairo,2022-10-19,True,True,0.238,50000,1.59,2022-10-19 20:39:18,2025-01-31 23:11:58
25b7315c-4ce3-45c4-880a-d971dfe7c58d,Al-Ghamdi LLC,E-commerce,company,SA,Khobar,2022-09-25,True,True,0.051,50000,2.05,2022-09-25 02:04:15,2026-01-23 19:22:51
83da7e5a-2702-4ccc-a131-955ef08a916c,Faisal LLC,Travel,enterprise,EG,Suez,2022-10-25,True,True,0.16,1000000,3.19,2022-10-25 21:57:31,2025-10-26 23:24:09
2efab854-e671-43cc-9112-302c7b4d65d1,Beit Burj Mart,E-commerce,company,SA,Jubail,2021-08-27,True,True,0.053,100000,3.48,2021-08-27 08:10:03,2023-08-22 13:37:53
144ac35c-c82f-4aab-b8c1-b791a1542392,E-Transfer MENA,Retail,company,KW,Salmiya,2023-10-09,True,True,0.023,500000,2.02,2023-10-09 09:21:42,2024-09-18 03:42:22
1511ce06-bbfe-4194-bf24-4db0682b9f2b,FastWallet Middle East,E-commerce,individual,KW,Salmiya,2024-02-27,True,True,0.078,50000,2.67,2024-02-27 16:57:29,2024-07-22 13:30:59
ee2e9906-048b-4f50-b14d-c84adbe8ae5c,Al Misr Tech,E-commerce,company,XX,Khamis Mushait,2023-01-23,False,True,0.056,100000,1.93,2023-01-23 07:11:09,2024-09-10 11:26:49
d4c806e8-c70c-4109-a43d-3f0f636c0dbe,Giza LLC,Food & Beverage,company,SA,Khobar,2024-07-12,False,True,0.042,500000,1.83,2024-07-12 15:15:27,2025-01-03 07:01:31
c19e706a-d663-4734-82b5-4953c0cfbb2e,Nile Group,Retail,individual,QA,Al Wakrah,2021-09-26,True,True,0.133,50000,3.0,2021-09-26 03:37:06,2025-08-20 02:15:42
9d530e3e-529d-4401-bf8c-d5838d2bebea,Ahmed Enterprises,Food & Beverage,company,QA,Al Khor,2025-06-26,True,True,0.042,1000000,1.89,2025-06-26 09:43:55,2025-07-20 04:21:05
81489c12-2ac1-49c8-a20c-375d8a93dfb4,Thiqah Plus,Food & Beverage,company,AE,Dubai,2022-01-13,True,True,0.207,1000000,3.25,2022-01-13 19:26:25,2022-02-25 01:44:28
5d8bbbf7-15eb-4da5-aab9-aaec353d812a,Beit Giza Zone,Retail,company,EG,Giza,2021-06-03,True,True,0.191,50000,1.55,2021-06-03 08:31:38,2026-01-24 03:15:09
50c7e082-1eae-4b6d-906d-f45fb20b3daa,Abu Itqan Tech,E-commerce,company,SA,Makkah,2025-07-25,True,True,0.178,100000,3.19,2025-07-25 16:49:37,2026-02-06 07:16:28
ea5d5404-aaba-45b4-a8c7-38606e26145c,Nasser Enterprises,Healthcare,company,SA,Buraidah,2025-07-09,False,True,0.016,500000,3.45,2025-07-09 02:10:30,2025-08-21 09:46:21
01326d3b-ddba-449a-83b9-0220a1a09ba1,DigiTransfer Arabia,E-commerce,individual,EG,Port Said,2026-02-22,True,True,0.431,50000,1.72,2026-02-22 06:52:29,2026-03-11 01:28:31
97275324-15ea-454c-8384-e87d6d7b49a3,Dar Majd Group,Education,company,EG,Suez,2023-06-18,True,True,0.105,100000,3.12,2023-06-18 05:29:23,2024-05-24 09:29:39
0438ef8d-e182-4e09-91fb-80b1e549c8ba,Abu Dubai Pro,Retail,enterprise,EG,Port Said,2022-04-29,True,True,0.345,500000,2.17,2022-04-29 07:21:35,2024-03-26 14:31:10
77e89a3a-ee69-4d45-9461-ea551657929b,PayCash MENA,Food & Beverage,company,AE,Dubai,2024-07-18,True,True,0.033,100000,2.39,2024-07-18 16:34:33,2024-11-15 18:42:41
9a665679-440f-49a6-817c-5be5d4940bf8,Abu Majd Enterprises,E-commerce,company,SA,Madinah,2023-05-04,False,True,0.135,50000,2.38,2023-05-04 19:34:35,2023-05-14 07:35:06
cd5ed0fa-8896-47bd-bc13-f3a6ec6990bb,Abu Giza Store,E-commerce,company,SA,Dammam,2022-02-21,True,True,0.505,500000,2.39,2022-02-21 09:10:59,2025-02-11 15:06:10
8dbefc52-22bd-439d-bfb3-cceabf0b660c,Markaz Watan LLC,E-commerce,individual,EG,Tanta,2023-02-01,True,True,0.997,250000,1.57,2023-02-01 15:43:43,2023-08-14 02:03:46
cd0ddbe8-7130-42bd-95e3-7a16f4e461af,Elsayed Co.,Education,enterprise,EG,Aswan,2026-01-13,True,True,0.004,500000,1.6,2026-01-13 20:02:22,2026-03-15 06:26:33
2e23dc24-9813-4139-96bd-37cf30f4b04b,E-Cash Arabia,Food & Beverage,company,EG,Zagazig,2024-10-02,True,True,0.098,250000,2.82,2024-10-02 11:37:54,2025-03-07 14:49:01
6fb77f41-e5d0-4bb7-bb3f-87b704fc7362,Al-Nahyan Enterprises,Travel,company,SA,Taif,2024-06-04,True,True,0.052,1000000,2.54,2024-06-04 01:20:46,2025-04-30 05:44:10
5c05f208-4dd1-4dfb-b714-b5d3fd0259ea,Fujairah Hub,Food & Beverage,individual,SA,Khamis Mushait,2022-02-12,True,True,0.01,50000,1.55,2022-02-12 08:49:41,2022-03-07 06:16:19
7f874ed2-6ced-4406-a84b-d72d3b9d6d80,Al-Otaibi Est.,Education,individual,EG,Alexandria,2022-10-23,True,True,0.126,250000,2.99,2022-10-23 01:56:11,2024-05-29 09:17:42
b5e969ed-f943-4435-b8e0-f4ebf4a53873,EasyTransfer Arabia,Education,company,AE,Ajman,2022-03-18,True,True,0.001,1000000,3.04,2022-03-18 05:04:05,2023-08-10 08:01:03
c783d81e-4ad7-4718-83ca-0ccb03e849af,EasyMoney Gulf,E-commerce,individual,SA,Khamis Mushait,2023-11-17,True,True,0.142,100000,2.56,2023-11-17 19:59:25,2024-12-27 11:56:23
7d1f62a6-b886-4541-ab74-af90ac1d07ed,PayCoin,Food & Beverage,company,KW,Farwaniya,2025-10-18,True,False,0.306,100000,3.03,2025-10-18 17:56:37,2025-11-13 17:47:19
b3ff960e-4c7e-4d38-9fab-db6f6d0c7183,Najd Plus,Gaming,company,EG,Port Said,2025-10-27,True,True,0.323,1000000,1.9,2025-10-27 04:29:43,2026-02-15 23:12:04
d72b4cd1-b127-4f69-a336-3ab06d717c63,Al-Maktoum LLC,Healthcare,company,AE,Ajman,2022-07-04,True,True,0.463,50000,1.71,2022-07-04 23:31:55,2025-06-14 20:19:36
4b7c1290-4ec1-4a9b-a1bb-5995c0af7044,Al-Zahrani Group,Travel,enterprise,SA,Khobar,2023-04-14,True,True,0.202,250000,3.2,2023-04-14 03:04:50,2024-02-18 08:09:05
8e529e4f-01ed-4fac-bc94-0caefe08fa52,SmartTransfer,Utilities,company,AE,Sharjah,2023-03-26,True,True,0.031,1000000,1.58,2023-03-26 08:41:09,2023-06-02 11:30:57
279b2a56-7bf1-4c72-911f-f4289f098f40,FastTransfer,Gaming,enterprise,AE,Umm Al Quwain,2021-12-28,True,True,0.086,50000,2.95,2021-12-28 11:56:57,2023-02-18 04:26:16
fc5a16d7-045b-4594-8efc-6fb747d30e44,Souq Burj Group,Gaming,individual,EG,Tanta,2025-04-17,True,True,0.326,250000,2.95,2025-04-17 09:33:52,2026-01-13 23:56:43
08d5dae4-def4-45a9-9042-9ae317168240,Mohamed LLC,E-commerce,company,AE,Sharjah,2023-07-18,True,True,0.044,250000,3.19,2023-07-18 15:25:15,2023-11-09 21:46:35
037817e5-2bc7-40d2-ba63-cfa447eba359,El Cleopatra Tech,Education,individual,SA,Taif,2025-04-26,True,False,0.088,50000,2.77,2025-04-26 07:24:39,2026-01-24 10:59:54
f2da8be5-5654-4bfd-ba59-42af871b060b,Salam Plus,Healthcare,individual,AE,Ras Al Khaimah,2024-02-09,True,True,0.144,100000,2.49,2024-02-09 20:18:51,2024-05-30 07:26:12
